"Gel","Telomere.ID","Individual.Treatment","Capture.Date","Site","Nest","Age","Mass","Bill.Head","Flat.Wing","Nestling.Fate","Mean.TRF","X","X.1","X.2","yday","year","avgC_capture_day","maxC_capture_day","incubation_max_temp","incubation_avg_temp","incubation_below_18.5"
4,"T21N252B","Cold_Cold",2021-06-14,"Unit_1",89,10,"23.1","24.8","42","Fledged",9.43,NA,NA,NA,165,2021,20.3333333333333,24.4444444444444,NA,NA,NA
4,"T21N258B","Cold_Control",2021-06-14,"Unit_2",92,10,"21.2","25.1","45","Fledged",9.9,NA,NA,NA,165,2021,20.3333333333333,24.4444444444444,NA,NA,NA
4,"T21N260B","Cold_Control",2021-06-14,"Unit_2",82,10,"21.2","25.9","50","Fledged",9.43,NA,NA,NA,165,2021,20.3333333333333,24.4444444444444,NA,NA,NA
4,"T21N261B","Cold_Control",2021-06-14,"Unit_2",120,12,"21.6","26.8","57","Fledged",8.4,NA,NA,NA,165,2021,20.3333333333333,24.4444444444444,NA,NA,NA
4,"T21N263","Cold_Control",2021-06-14,"Unit_2",120,12,"22.1","26.7","60","Fledged",8.15,NA,NA,NA,165,2021,20.3333333333333,24.4444444444444,22.3202614379085,18.4509803921569,4
4,"T21N280B","Cold_Cold",2021-06-14,"Unit_2",44,12,"17.6","27","57","Fledged",10.42,NA,NA,NA,165,2021,20.3333333333333,24.4444444444444,NA,NA,NA
4,"T21N281","Cold_Control",2021-06-14,"Unit_2",63,12,"17.6","25.1","43","Dead",9.74,NA,NA,NA,165,2021,20.3333333333333,24.4444444444444,22.1111111111111,18.2469135802469,4
4,"T21N317","Cold_Cold",2021-06-15,"Unit_1",51,10,"19.2","25.3","39","Dead",11.84,NA,NA,NA,166,2021,16.2962962962963,18.3333333333333,21.9097222222222,18.3333333333333,4
4,"T21N318","Cold_Control",2021-06-15,"Unit_1",60,10,"17.9","25.7","49","Fledged",9.09,NA,NA,NA,166,2021,16.2962962962963,18.3333333333333,21.9097222222222,18.3333333333333,4
4,"T21N319B","Cold_Cold",2021-06-15,"Unit_1",72,10,"14.7","24.5","39","Fledged",8.95,NA,NA,NA,166,2021,16.2962962962963,18.3333333333333,NA,NA,NA
4,"T21N320","Cold_Control",2021-06-15,"Unit_1",81,12,"18.8","25.1","57.5","Fledged",9.41,NA,NA,NA,166,2021,16.2962962962963,18.3333333333333,22.0833333333333,18.3287037037037,4
4,"T21N321","Cold_Control",2021-06-15,"Unit_1",81,12,"20.9","26.3","59.5","Fledged",9.74,NA,NA,NA,166,2021,16.2962962962963,18.3333333333333,22.0833333333333,18.3287037037037,4
4,"T21N322","Cold_Control",2021-06-15,"Unit_1",81,12,"21.2","26.6","62.5","Fledged",9.55,NA,NA,NA,166,2021,16.2962962962963,18.3333333333333,22.0833333333333,18.3287037037037,4
4,"T21N323","Cold_Control",2021-06-15,"Unit_1",81,12,"19.4","26.8","61.2","Fledged",9.32,NA,NA,NA,166,2021,16.2962962962963,18.3333333333333,22.0833333333333,18.3287037037037,4
4,"T21N324","Cold_Control",2021-06-15,"Unit_1",81,12,"17.7","27","56.5","Fledged",9.6,NA,NA,NA,166,2021,16.2962962962963,18.3333333333333,22.0833333333333,18.3287037037037,4
4,"T21N325","Cold_Cold",2021-06-15,"Unit_1",91,10,"19.6","25.8","48","Fledged",10.39,NA,NA,NA,166,2021,16.2962962962963,18.3333333333333,22.7469135802469,19.0308641975309,4
4,"T21N363B","Cold_Control",2021-06-16,"UNit_1",19,12,"19.6","26.6","61","Fledged",9.82,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,NA,NA,NA
4,"T21N364","Cold_Control",2021-06-16,"Unit_1",19,12,"18.2","25","61","Fledged",9.22,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,21.3703703703704,17.7728395061728,4
5,"T21N365","Cold_Control",2021-06-16,"Unit_1",19,12,"17.8","26.8","60","Fledged",10.88,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,21.3703703703704,17.7728395061728,4
5,"T21N366","Cold_Control",2021-06-16,"Unit_1",19,12,"18.9","26.4","62","Fledged",9.41,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,21.3703703703704,17.7728395061728,4
5,"T21N367","Cold_Control",2021-06-16,"Unit_1",19,12,"20.6","26","63","Fledged",9.76,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,21.3703703703704,17.7728395061728,4
5,"T21N368","Cold_Control",2021-06-16,"Unit_1",19,12,"20.6","26","63","Fledged",9.73,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,21.3703703703704,17.7728395061728,4
5,"T21N370","Cold_Control",2021-06-16,"Unit_1",23,12,"17.7","25.2","57","Fledged",8.08,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,22.3202614379085,18.5773420479303,4
5,"T21N371","Cold_Control",2021-06-16,"Unit_1",23,12,"20","25.1","60","Fledged",8.29,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,22.3202614379085,18.5773420479303,4
5,"T21N372","Cold_Control",2021-06-16,"Unit_1",23,12,"19.4","26.9","60","Fledged",7.76,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,22.3202614379085,18.5773420479303,4
5,"T21N373","Cold_Control",2021-06-16,"Unit_2",8,12,"18.9","26.8","62","Fledged",8.34,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,21.9791666666667,18.3055555555556,4
5,"T21N374","Cold_Control",2021-06-16,"Unit_2",50,10,"16.5","25.3","39","Fledged",10.2,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,21.5185185185185,18.0246913580247,4
5,"T21N376","Cold_Cold",2021-06-16,"Unit_2",72,12,"17.4","25.3","47","Fledged",9.65,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,20.6746031746032,17.1296296296296,4
5,"T21N377","Cold_Cold",2021-06-16,"Unit_2",72,12,"19.1","26.3","51","Fledged",9.58,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,20.6746031746032,17.1296296296296,4
5,"T21N378","Cold_Cold",2021-06-16,"Unit_2",72,12,"19.1","25.8","53","Fledged",9.85,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,20.6746031746032,17.1296296296296,4
5,"T21N380","Cold_Cold",2021-06-16,"Unit_2",72,12,"16.3","24.9","35","Fledged",10.62,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,20.6746031746032,17.1296296296296,4
5,"T21N390","Cold_Control",2021-06-16,"Unit_2",96,10,"21.7","25.4","46","Fledged",9.59,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,21.5185185185185,18.0246913580247,4
5,"T21N392","Cold_Control",2021-06-16,"Unit_2",82,12,"20","27.5","60","Fledged",8.97,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,21.9791666666667,18.3055555555556,4
5,"T21N393","Cold_Control",2021-06-16,"Unit_2",82,12,"20","26.7","58.5","Fledged",8.25,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,21.9791666666667,18.3055555555556,4
5,"T21N394","Cold_Control",2021-06-16,"Unit_2",82,12,"20.5","26.6","59","Fledged",8.37,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,21.9791666666667,18.3055555555556,4
5,"T21N395","Cold_Control",2021-06-16,"Unit_2",82,12,"21.1","26","52","Fledged",8.62,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,21.9791666666667,18.3055555555556,4
5,"T21N414","Cold_Cold",2021-06-17,"Unit_1",51,12,"17.2","25.3","47","Dead",11.94,NA,NA,NA,168,2021,18.4814814814815,22.2222222222222,21.9097222222222,18.3333333333333,4
5,"T21N416","Cold_Cold",2021-06-17,"Unit_1",51,12,"18.7","25.6","54","Fledged",11.71,NA,NA,NA,168,2021,18.4814814814815,22.2222222222222,21.9097222222222,18.3333333333333,4
5,"T21N417","Cold_Cold",2021-06-17,"Unit_1",51,12,"17.6","25.1","55","Fledged",11.69,NA,NA,NA,168,2021,18.4814814814815,22.2222222222222,21.9097222222222,18.3333333333333,4
5,"T21N418","Cold_Cold",2021-06-17,"Unit_1",51,12,"20.9","27.5","55","Fledged",11.38,NA,NA,NA,168,2021,18.4814814814815,22.2222222222222,21.9097222222222,18.3333333333333,4
5,"T21N419","Cold_Control",2021-06-17,"Unit_1",60,12,"17.7","29.2","55","Fledged",8.82,NA,NA,NA,168,2021,18.4814814814815,22.2222222222222,21.9097222222222,18.3333333333333,4
5,"T21N420","Cold_Control",2021-06-17,"Unit_1",60,12,"17","25","51","Fledged",9.46,NA,NA,NA,168,2021,18.4814814814815,22.2222222222222,21.9097222222222,18.3333333333333,4
5,"T21N421","Cold_Control",2021-06-17,"Unit_1",60,12,"18.9","26","58","Fledged",8.74,NA,NA,NA,168,2021,18.4814814814815,22.2222222222222,21.9097222222222,18.3333333333333,4
6,"T21N379","Cold_Cold",2021-06-16,"Unit_2",72,12,"18.4","25.4","52","Fledged",9.71,NA,NA,NA,167,2021,16.3703703703704,19.4444444444444,20.6746031746032,17.1296296296296,4
6,"T21N423","Cold_Control",2021-06-17,"Unit_1",60,12,"17.2","24.9","52","Fledged",9.12,NA,NA,NA,168,2021,18.4814814814815,22.2222222222222,21.9097222222222,18.3333333333333,4
6,"T21N424","Cold_Cold",2021-06-17,"Unit_1",91,12,"20.9","26.1","58","Fledged",10.65,NA,NA,NA,168,2021,18.4814814814815,22.2222222222222,22.7469135802469,19.0308641975309,4
6,"T21N425","Cold_Cold",2021-06-17,"Unit_1",91,12,"22.6","26.9","62","Fledged",9.96,NA,NA,NA,168,2021,18.4814814814815,22.2222222222222,22.7469135802469,19.0308641975309,4
